shift_id,staff_id,department_id,shift_date,shift_type,patients_handled,is_overtime
SHF0044793,STF00608,DEP0095,2024-09-27,Night,8,False
SHF0044794,STF01027,DEP0096,2022-03-15,Morning,8,False
SHF0044795,STF00747,DEP0029,2023-02-05,Morning,6,False
SHF0044796,STF00167,DEP0070,2021-07-15,Morning,20,True
SHF0044797,STF00493,DEP0053,2022-10-18,Morning,15,True
SHF0044798,STF00841,DEP0005,2023-01-25,Morning,18,True
SHF0044799,STF00682,DEP0072,2021-03-13,Evening,15,True
SHF0044800,STF00066,DEP0082,2024-01-15,Evening,24,True
SHF0044801,STF00039,DEP0033,2022-08-31,Night,9,False
SHF0044802,STF01036,DEP0010,2022-07-29,Evening,25,True
SHF0044803,STF00048,DEP0004,2022-01-23,Night,20,True
SHF0044804,STF00401,DEP0093,2022-02-27,Night,10,True
SHF0044805,STF00377,DEP0025,2023-12-26,Evening,15,True
SHF0044806,STF01079,DEP0028,2022-07-06,Night,8,False
SHF0044807,STF01048,DEP0013,2023-12-16,Evening,18,True
SHF0044808,STF01073,DEP0067,2022-02-03,Night,13,True
SHF0044809,STF01042,DEP0048,2024-04-06,Morning,12,False
SHF0044810,STF00268,DEP0094,2021-11-04,Evening,7,False
SHF0044811,STF00119,DEP0028,2021-05-28,Morning,11,False
SHF0044812,STF01169,DEP0073,2022-12-24,Evening,22,True
SHF0044813,STF00904,DEP0053,2024-07-06,Night,8,False
SHF0044814,STF01035,DEP0098,2022-09-25,Morning,14,False
SHF0044815,STF00831,DEP0027,2022-10-20,Morning,22,True
SHF0044816,STF00205,DEP0099,2023-01-11,Night,10,True
SHF0044817,STF00990,DEP0069,2024-01-18,Morning,14,False
SHF0044818,STF00919,DEP0108,2024-10-03,Evening,8,False
SHF0044819,STF00868,DEP0074,2021-05-19,Morning,12,False
SHF0044820,STF00888,DEP0074,2022-07-23,Evening,29,True
SHF0044821,STF00583,DEP0067,2021-01-21,Morning,14,False
SHF0044822,STF00546,DEP0001,2024-09-09,Night,16,True
SHF0044823,STF01059,DEP0023,2024-04-14,Evening,16,True
SHF0044824,STF00255,DEP0079,2022-05-25,Morning,14,False
SHF0044825,STF00915,DEP0051,2021-09-11,Evening,7,False
SHF0044826,STF00364,DEP0006,2022-09-27,Morning,8,False
SHF0044827,STF00762,DEP0067,2022-05-16,Night,10,True
SHF0044828,STF00760,DEP0097,2024-11-07,Evening,10,False
SHF0044829,STF00922,DEP0096,2023-05-05,Morning,13,False
SHF0044830,STF00757,DEP0054,2021-05-26,Evening,12,False
SHF0044831,STF00021,DEP0004,2024-01-28,Night,7,False
SHF0044832,STF00824,DEP0010,2024-11-18,Night,7,False
SHF0044833,STF00013,DEP0093,2023-02-23,Morning,15,True
SHF0044834,STF00491,DEP0091,2022-01-01,Morning,24,True
SHF0044835,STF00701,DEP0096,2024-01-06,Evening,26,True
SHF0044836,STF00422,DEP0074,2022-11-27,Morning,8,False
SHF0044837,STF00326,DEP0071,2021-07-10,Evening,15,True
SHF0044838,STF00066,DEP0082,2024-11-15,Morning,23,True
SHF0044839,STF00998,DEP0071,2022-09-01,Morning,16,True
SHF0044840,STF01175,DEP0026,2021-04-24,Evening,13,False
SHF0044841,STF00714,DEP0074,2022-08-12,Evening,14,False
SHF0044842,STF01183,DEP0029,2021-12-20,Morning,13,False
SHF0044843,STF00327,DEP0094,2024-12-03,Night,7,False
SHF0044844,STF00411,DEP0073,2023-03-01,Night,12,True
SHF0044845,STF00210,DEP0071,2024-08-24,Morning,20,True
SHF0044846,STF00344,DEP0084,2024-05-31,Night,8,False
SHF0044847,STF00060,DEP0006,2024-11-13,Morning,7,False
SHF0044848,STF00016,DEP0097,2021-08-30,Morning,16,True
SHF0044849,STF00945,DEP0031,2024-04-28,Morning,12,False
SHF0044850,STF00499,DEP0023,2022-08-05,Morning,15,True
SHF0044851,STF01164,DEP0089,2022-01-09,Morning,19,True
SHF0044852,STF00004,DEP0089,2021-10-27,Night,7,False
SHF0044853,STF00041,DEP0071,2022-06-24,Night,6,False
SHF0044854,STF00597,DEP0080,2023-04-18,Night,8,False
SHF0044855,STF00965,DEP0030,2023-01-16,Morning,13,False
SHF0044856,STF00828,DEP0002,2021-12-10,Night,21,True
SHF0044857,STF00695,DEP0067,2023-05-17,Night,11,True
SHF0044858,STF00160,DEP0081,2022-11-28,Evening,12,False
SHF0044859,STF00447,DEP0030,2022-05-21,Morning,13,False
SHF0044860,STF01131,DEP0003,2021-01-30,Evening,10,False
SHF0044861,STF00887,DEP0051,2022-03-10,Morning,12,False
SHF0044862,STF01136,DEP0096,2023-09-30,Night,9,False
SHF0044863,STF00007,DEP0073,2022-02-18,Night,4,False
SHF0044864,STF00464,DEP0046,2024-10-21,Morning,6,False
SHF0044865,STF00957,DEP0001,2023-08-03,Morning,9,False
SHF0044866,STF00525,DEP0026,2024-08-25,Morning,14,False
SHF0044867,STF00370,DEP0071,2021-05-02,Morning,11,False
SHF0044868,STF00671,DEP0030,2021-05-02,Night,6,False
SHF0044869,STF00886,DEP0023,2024-06-09,Morning,36,True
SHF0044870,STF00208,DEP0064,2021-06-24,Evening,30,True
SHF0044871,STF00386,DEP0024,2022-08-29,Night,11,True
SHF0044872,STF00649,DEP0095,2022-05-11,Night,13,True
SHF0044873,STF00701,DEP0096,2024-03-02,Evening,14,False
SHF0044874,STF00531,DEP0078,2023-01-21,Night,5,False
SHF0044875,STF00834,DEP0102,2022-03-29,Evening,19,True
SHF0044876,STF00897,DEP0049,2023-03-12,Morning,11,False
SHF0044877,STF00937,DEP0092,2022-06-24,Morning,15,True
SHF0044878,STF00287,DEP0028,2023-01-11,Morning,8,False
SHF0044879,STF00846,DEP0023,2024-05-03,Evening,14,False
SHF0044880,STF00422,DEP0074,2023-05-01,Morning,10,False
SHF0044881,STF00602,DEP0095,2022-01-14,Evening,12,False
SHF0044882,STF00723,DEP0067,2021-07-23,Morning,9,False
SHF0044883,STF00661,DEP0089,2021-07-24,Evening,40,True
SHF0044884,STF00322,DEP0033,2023-07-12,Night,6,False
SHF0044885,STF00429,DEP0029,2023-02-05,Morning,8,False
SHF0044886,STF00989,DEP0092,2021-02-08,Night,4,False
SHF0044887,STF01166,DEP0004,2021-09-11,Night,8,False
SHF0044888,STF00856,DEP0043,2023-10-23,Morning,10,False
SHF0044889,STF01106,DEP0089,2021-03-27,Evening,14,False
SHF0044890,STF00876,DEP0013,2021-03-05,Morning,21,True
SHF0044891,STF00146,DEP0068,2022-01-06,Morning,19,True
SHF0044892,STF00417,DEP0048,2021-03-20,Morning,14,False
SHF0044893,STF01095,DEP0018,2021-12-23,Morning,12,False
SHF0044894,STF00134,DEP0029,2023-06-14,Morning,17,True
SHF0044895,STF00674,DEP0093,2024-02-22,Evening,15,True
SHF0044896,STF00423,DEP0071,2021-07-04,Morning,17,True
SHF0044897,STF01004,DEP0014,2021-04-08,Morning,24,True
SHF0044898,STF00970,DEP0106,2023-11-27,Evening,15,True
SHF0044899,STF00514,DEP0051,2023-02-24,Morning,8,False
SHF0044900,STF00573,DEP0048,2023-03-12,Evening,8,False
SHF0044901,STF00660,DEP0072,2024-03-13,Morning,15,True
SHF0044902,STF00233,DEP0005,2021-09-17,Night,9,False
SHF0044903,STF00691,DEP0086,2023-09-09,Morning,21,True
SHF0044904,STF00619,DEP0052,2023-01-27,Morning,22,True
SHF0044905,STF00857,DEP0053,2022-03-28,Morning,11,False
SHF0044906,STF00097,DEP0077,2021-06-02,Morning,8,False
SHF0044907,STF00593,DEP0047,2023-02-12,Morning,14,False
SHF0044908,STF00794,DEP0096,2023-05-14,Morning,27,True
SHF0044909,STF00067,DEP0074,2023-03-01,Evening,9,False
SHF0044910,STF00893,DEP0058,2021-08-09,Morning,27,True
SHF0044911,STF00352,DEP0008,2023-05-01,Morning,11,False
SHF0044912,STF00312,DEP0049,2024-09-08,Night,18,True
SHF0044913,STF00158,DEP0035,2024-05-14,Morning,12,False
SHF0044914,STF00269,DEP0070,2022-02-15,Night,8,False
SHF0044915,STF00434,DEP0104,2022-10-29,Evening,11,False
SHF0044916,STF00687,DEP0001,2022-09-06,Morning,13,False
SHF0044917,STF00176,DEP0041,2022-03-07,Morning,21,True
SHF0044918,STF00345,DEP0048,2021-03-06,Night,11,True
SHF0044919,STF00830,DEP0070,2023-11-25,Evening,21,True
SHF0044920,STF00788,DEP0045,2023-03-22,Morning,22,True
SHF0044921,STF00716,DEP0002,2023-02-03,Morning,15,True
SHF0044922,STF01096,DEP0067,2022-05-06,Morning,6,False
SHF0044923,STF00957,DEP0001,2023-07-07,Evening,13,False
SHF0044924,STF00725,DEP0090,2024-11-06,Night,9,False
SHF0044925,STF00884,DEP0095,2021-10-18,Morning,18,True
SHF0044926,STF01037,DEP0074,2024-10-03,Morning,18,True
SHF0044927,STF00241,DEP0097,2024-12-06,Night,12,True
SHF0044928,STF00552,DEP0092,2022-01-06,Morning,12,False
SHF0044929,STF00024,DEP0001,2023-07-05,Morning,21,True
SHF0044930,STF00905,DEP0108,2023-04-03,Morning,12,False
SHF0044931,STF00270,DEP0013,2024-02-29,Morning,12,False
SHF0044932,STF01131,DEP0003,2021-02-22,Evening,7,False
SHF0044933,STF00423,DEP0071,2022-07-13,Morning,9,False
SHF0044934,STF00267,DEP0053,2021-05-09,Night,12,True
SHF0044935,STF00633,DEP0059,2024-03-25,Morning,19,True
SHF0044936,STF00427,DEP0077,2022-10-14,Evening,14,False
SHF0044937,STF01119,DEP0030,2024-10-12,Night,5,False
SHF0044938,STF00658,DEP0085,2022-04-12,Evening,8,False
SHF0044939,STF00156,DEP0001,2023-09-30,Night,5,False
SHF0044940,STF00677,DEP0084,2021-05-16,Night,6,False
SHF0044941,STF00640,DEP0095,2023-05-05,Morning,11,False
SHF0044942,STF00876,DEP0013,2021-03-03,Night,6,False
SHF0044943,STF00754,DEP0001,2024-01-27,Evening,12,False
SHF0044944,STF00090,DEP0069,2021-04-15,Evening,19,True
SHF0044945,STF00243,DEP0089,2024-05-18,Morning,7,False
SHF0044946,STF00016,DEP0097,2021-03-29,Morning,16,True
SHF0044947,STF00889,DEP0008,2024-12-02,Morning,12,False
SHF0044948,STF00349,DEP0057,2024-03-24,Morning,6,False
SHF0044949,STF00317,DEP0002,2022-09-12,Evening,34,True
SHF0044950,STF00408,DEP0054,2021-07-20,Morning,16,True
SHF0044951,STF00807,DEP0067,2022-09-10,Evening,31,True
SHF0044952,STF00509,DEP0092,2023-07-14,Morning,13,False
SHF0044953,STF01057,DEP0069,2021-04-15,Morning,7,False
SHF0044954,STF01049,DEP0020,2023-04-15,Night,8,False
SHF0044955,STF00862,DEP0028,2021-10-21,Morning,7,False
SHF0044956,STF00151,DEP0089,2024-11-13,Night,7,False
SHF0044957,STF00948,DEP0004,2021-09-20,Evening,33,True
SHF0044958,STF00699,DEP0048,2024-07-27,Night,29,True
SHF0044959,STF00781,DEP0089,2024-07-06,Morning,17,True
SHF0044960,STF00979,DEP0100,2021-09-28,Evening,51,True
SHF0044961,STF00849,DEP0073,2023-02-22,Morning,18,True
SHF0044962,STF00852,DEP0071,2024-11-21,Evening,6,False
SHF0044963,STF00466,DEP0027,2024-01-10,Night,8,False
SHF0044964,STF00578,DEP0077,2023-08-02,Morning,17,True
SHF0044965,STF01019,DEP0047,2024-03-21,Night,7,False
SHF0044966,STF00158,DEP0035,2022-07-04,Evening,16,True
SHF0044967,STF00364,DEP0006,2023-02-07,Night,7,False
SHF0044968,STF00573,DEP0048,2023-07-16,Night,7,False
SHF0044969,STF00301,DEP0106,2024-04-18,Morning,15,True
SHF0044970,STF00865,DEP0092,2023-10-23,Morning,9,False
SHF0044971,STF01005,DEP0089,2022-01-03,Evening,14,False
SHF0044972,STF00188,DEP0030,2024-11-08,Evening,22,True
SHF0044973,STF00631,DEP0027,2022-10-21,Morning,18,True
SHF0044974,STF00460,DEP0032,2021-10-28,Morning,18,True
SHF0044975,STF01041,DEP0071,2024-12-17,Evening,24,True
SHF0044976,STF00063,DEP0027,2024-01-13,Evening,16,True
SHF0044977,STF00986,DEP0098,2021-02-18,Night,12,True
SHF0044978,STF00270,DEP0013,2021-09-19,Morning,15,True
SHF0044979,STF00092,DEP0068,2021-07-27,Morning,37,True
SHF0044980,STF00370,DEP0071,2022-10-29,Evening,9,False
SHF0044981,STF00244,DEP0100,2024-12-28,Morning,18,True
SHF0044982,STF00677,DEP0084,2021-05-18,Evening,6,False
SHF0044983,STF00476,DEP0027,2024-01-28,Morning,27,True
SHF0044984,STF00810,DEP0051,2023-09-13,Night,15,True
SHF0044985,STF00675,DEP0012,2023-01-31,Evening,10,False
SHF0044986,STF00849,DEP0073,2024-01-21,Morning,15,True
SHF0044987,STF00678,DEP0039,2024-11-10,Evening,27,True
SHF0044988,STF00345,DEP0048,2022-06-02,Morning,18,True
SHF0044989,STF00888,DEP0074,2022-11-07,Morning,10,False
SHF0044990,STF00139,DEP0089,2021-07-14,Morning,9,False
SHF0044991,STF00161,DEP0050,2022-03-16,Evening,19,True
SHF0044992,STF00707,DEP0094,2024-11-13,Evening,16,True
SHF0044993,STF00999,DEP0067,2021-03-13,Night,10,True
SHF0044994,STF00425,DEP0004,2024-01-08,Evening,9,False
SHF0044995,STF00551,DEP0049,2021-07-30,Night,11,True
SHF0044996,STF00277,DEP0078,2022-02-08,Evening,7,False
SHF0044997,STF00279,DEP0089,2023-03-28,Evening,7,False
SHF0044998,STF00471,DEP0092,2024-02-24,Evening,21,True
SHF0044999,STF00255,DEP0079,2022-04-03,Night,6,False
SHF0045000,STF00408,DEP0054,2023-02-03,Night,14,True
SHF0045001,STF01083,DEP0029,2021-01-25,Evening,21,True
SHF0045002,STF00308,DEP0051,2024-10-19,Night,15,True
SHF0045003,STF00635,DEP0101,2021-09-20,Evening,19,True
SHF0045004,STF00516,DEP0074,2023-09-11,Morning,21,True
SHF0045005,STF00794,DEP0096,2023-11-21,Night,6,False
SHF0045006,STF00398,DEP0001,2023-07-18,Morning,10,False
SHF0045007,STF00157,DEP0049,2023-01-30,Night,12,True
SHF0045008,STF00261,DEP0029,2024-09-07,Morning,15,True
SHF0045009,STF00054,DEP0030,2024-09-19,Night,12,True
SHF0045010,STF00305,DEP0093,2021-06-06,Night,18,True
SHF0045011,STF01188,DEP0090,2024-05-22,Evening,7,False
SHF0045012,STF01031,DEP0072,2023-07-06,Evening,14,False
SHF0045013,STF00278,DEP0009,2023-01-19,Morning,10,False
SHF0045014,STF01130,DEP0040,2022-04-28,Evening,17,True
SHF0045015,STF00209,DEP0070,2022-06-10,Evening,24,True
SHF0045016,STF00842,DEP0074,2024-10-20,Morning,10,False
SHF0045017,STF00223,DEP0028,2022-04-01,Morning,8,False
SHF0045018,STF00595,DEP0067,2024-03-06,Morning,16,True
SHF0045019,STF01093,DEP0014,2023-02-21,Morning,7,False
SHF0045020,STF00941,DEP0032,2022-03-20,Night,6,False
SHF0045021,STF00012,DEP0093,2023-11-24,Morning,11,False
SHF0045022,STF01038,DEP0071,2021-05-08,Evening,6,False
SHF0045023,STF00411,DEP0073,2024-09-19,Evening,28,True
SHF0045024,STF00920,DEP0012,2024-05-02,Morning,10,False
SHF0045025,STF00365,DEP0083,2024-04-27,Morning,15,True
SHF0045026,STF00884,DEP0095,2021-01-26,Night,21,True
SHF0045027,STF00801,DEP0045,2023-09-15,Evening,28,True
SHF0045028,STF00861,DEP0049,2021-07-14,Evening,28,True
SHF0045029,STF01168,DEP0007,2022-09-29,Night,8,False
SHF0045030,STF00194,DEP0017,2024-07-13,Evening,24,True
SHF0045031,STF00338,DEP0006,2023-04-23,Morning,9,False
SHF0045032,STF00548,DEP0050,2023-09-25,Evening,24,True
SHF0045033,STF01119,DEP0030,2023-01-22,Morning,16,True
SHF0045034,STF00155,DEP0073,2024-07-15,Morning,18,True
SHF0045035,STF00316,DEP0052,2022-09-20,Night,18,True
SHF0045036,STF00733,DEP0046,2021-06-05,Evening,14,False
SHF0045037,STF00231,DEP0048,2022-05-08,Evening,8,False
SHF0045038,STF00727,DEP0063,2022-10-21,Night,5,False
SHF0045039,STF00243,DEP0089,2024-12-08,Evening,14,False
SHF0045040,STF01110,DEP0075,2022-09-02,Morning,11,False
SHF0045041,STF00459,DEP0089,2022-03-01,Morning,12,False
SHF0045042,STF01150,DEP0089,2021-09-30,Morning,33,True
SHF0045043,STF01003,DEP0023,2022-06-14,Morning,10,False
SHF0045044,STF01197,DEP0083,2021-01-09,Morning,10,False
SHF0045045,STF00112,DEP0096,2024-12-05,Evening,16,True
SHF0045046,STF00200,DEP0007,2021-06-18,Morning,11,False
SHF0045047,STF01050,DEP0067,2021-11-17,Night,9,False
SHF0045048,STF00028,DEP0023,2024-01-26,Morning,11,False
SHF0045049,STF00941,DEP0032,2023-06-23,Evening,15,True
SHF0045050,STF01039,DEP0074,2022-11-29,Morning,11,False
SHF0045051,STF00007,DEP0073,2022-05-23,Night,9,False
SHF0045052,STF00967,DEP0051,2021-03-05,Evening,27,True
SHF0045053,STF01110,DEP0075,2022-12-07,Evening,15,True
SHF0045054,STF01095,DEP0018,2022-08-23,Morning,16,True
SHF0045055,STF00772,DEP0029,2023-04-14,Morning,14,False
SHF0045056,STF00583,DEP0067,2024-07-03,Evening,21,True
SHF0045057,STF00260,DEP0075,2021-03-12,Night,7,False
SHF0045058,STF00977,DEP0001,2023-03-18,Evening,18,True
SHF0045059,STF00460,DEP0032,2021-11-09,Evening,9,False
SHF0045060,STF00559,DEP0071,2024-01-03,Morning,18,True
SHF0045061,STF00716,DEP0002,2022-08-13,Evening,15,True
SHF0045062,STF01145,DEP0044,2023-05-29,Evening,6,False
SHF0045063,STF00710,DEP0023,2021-07-11,Night,9,False
SHF0045064,STF00563,DEP0023,2024-06-20,Morning,20,True
SHF0045065,STF00727,DEP0063,2023-12-23,Morning,30,True
SHF0045066,STF00507,DEP0051,2024-07-23,Evening,22,True
SHF0045067,STF00661,DEP0089,2023-04-15,Night,6,False
SHF0045068,STF01068,DEP0026,2022-04-05,Night,4,False
SHF0045069,STF00854,DEP0050,2024-04-07,Morning,9,False
SHF0045070,STF00131,DEP0048,2022-09-25,Night,14,True
SHF0045071,STF00225,DEP0088,2023-10-11,Evening,18,True
SHF0045072,STF00574,DEP0006,2023-01-13,Evening,8,False
SHF0045073,STF01196,DEP0004,2024-07-04,Evening,16,True
SHF0045074,STF00196,DEP0092,2023-10-03,Morning,23,True
SHF0045075,STF00089,DEP0067,2021-05-25,Morning,6,False
SHF0045076,STF00602,DEP0095,2022-11-18,Night,6,False
SHF0045077,STF00519,DEP0002,2024-02-14,Morning,8,False
SHF0045078,STF00246,DEP0045,2022-03-31,Night,6,False
SHF0045079,STF00539,DEP0071,2022-07-27,Evening,13,False
SHF0045080,STF01087,DEP0010,2021-02-20,Morning,12,False
SHF0045081,STF00353,DEP0063,2023-06-19,Morning,17,True
SHF0045082,STF00685,DEP0058,2024-04-26,Night,12,True
SHF0045083,STF00972,DEP0051,2021-09-28,Night,15,True
SHF0045084,STF00985,DEP0035,2022-12-22,Morning,12,False
SHF0045085,STF00970,DEP0106,2021-10-08,Night,10,True
SHF0045086,STF00720,DEP0006,2024-04-21,Morning,12,False
SHF0045087,STF00641,DEP0005,2023-01-14,Night,8,False
SHF0045088,STF00629,DEP0067,2022-07-24,Night,16,True
SHF0045089,STF00936,DEP0001,2022-12-04,Evening,9,False
SHF0045090,STF01025,DEP0067,2024-07-16,Morning,18,True
SHF0045091,STF00798,DEP0008,2023-04-21,Evening,21,True
SHF0045092,STF00316,DEP0052,2021-01-10,Morning,11,False
SHF0045093,STF00896,DEP0093,2022-07-21,Morning,26,True
SHF0045094,STF01162,DEP0006,2023-04-09,Evening,10,False
SHF0045095,STF00709,DEP0051,2021-10-26,Morning,9,False
SHF0045096,STF00040,DEP0092,2023-12-20,Evening,19,True
SHF0045097,STF00915,DEP0051,2024-04-01,Evening,13,False
SHF0045098,STF00690,DEP0057,2021-10-27,Night,26,True
SHF0045099,STF00865,DEP0092,2021-07-06,Evening,8,False
SHF0045100,STF01107,DEP0089,2021-05-29,Night,7,False
SHF0045101,STF00091,DEP0055,2024-01-02,Night,10,True
SHF0045102,STF00010,DEP0002,2021-04-03,Morning,36,True
SHF0045103,STF00234,DEP0096,2023-04-05,Night,19,True
SHF0045104,STF00622,DEP0025,2022-06-20,Evening,17,True
SHF0045105,STF00026,DEP0092,2022-06-17,Evening,31,True
SHF0045106,STF00110,DEP0087,2022-02-20,Evening,26,True
SHF0045107,STF00267,DEP0053,2023-05-23,Morning,9,False
SHF0045108,STF00386,DEP0024,2022-01-24,Evening,15,True
SHF0045109,STF00070,DEP0007,2023-06-28,Night,8,False
SHF0045110,STF00583,DEP0067,2021-04-01,Morning,30,True
SHF0045111,STF00020,DEP0002,2024-04-17,Evening,18,True
SHF0045112,STF00374,DEP0032,2022-07-15,Morning,25,True
SHF0045113,STF00295,DEP0004,2024-10-05,Night,11,True
SHF0045114,STF00392,DEP0070,2021-04-16,Night,6,False
SHF0045115,STF00363,DEP0002,2023-03-31,Morning,8,False
SHF0045116,STF00101,DEP0005,2022-05-26,Morning,26,True
SHF0045117,STF00649,DEP0095,2024-12-22,Night,14,True
SHF0045118,STF00707,DEP0094,2023-06-17,Night,14,True
SHF0045119,STF00334,DEP0051,2023-02-13,Evening,14,False
SHF0045120,STF00490,DEP0079,2021-03-25,Evening,22,True
SHF0045121,STF00375,DEP0001,2022-10-28,Morning,15,True
SHF0045122,STF00461,DEP0023,2022-05-07,Night,7,False
SHF0045123,STF01051,DEP0006,2021-04-17,Evening,18,True
SHF0045124,STF01034,DEP0049,2022-07-27,Night,14,True
SHF0045125,STF00448,DEP0087,2024-11-20,Night,4,False
SHF0045126,STF00558,DEP0087,2023-07-10,Night,20,True
SHF0045127,STF00849,DEP0073,2022-12-31,Morning,10,False
SHF0045128,STF00534,DEP0071,2022-03-21,Evening,7,False
SHF0045129,STF00006,DEP0023,2023-03-05,Morning,10,False
SHF0045130,STF00556,DEP0036,2021-03-11,Morning,8,False
SHF0045131,STF00777,DEP0074,2024-12-04,Night,10,True
SHF0045132,STF00869,DEP0070,2023-06-10,Evening,36,True
SHF0045133,STF00746,DEP0093,2022-04-08,Evening,20,True
SHF0045134,STF01184,DEP0093,2023-09-06,Evening,25,True
SHF0045135,STF00744,DEP0095,2023-04-28,Night,14,True
SHF0045136,STF00330,DEP0074,2023-01-04,Night,9,False
SHF0045137,STF00261,DEP0029,2021-01-31,Night,12,True
SHF0045138,STF00014,DEP0048,2024-05-27,Morning,9,False
SHF0045139,STF00637,DEP0086,2024-08-24,Night,7,False
SHF0045140,STF00662,DEP0079,2022-06-08,Evening,26,True
SHF0045141,STF00895,DEP0073,2023-03-26,Morning,15,True
SHF0045142,STF00631,DEP0027,2021-05-26,Evening,9,False
SHF0045143,STF00398,DEP0001,2021-10-13,Evening,9,False
SHF0045144,STF00231,DEP0048,2023-05-04,Evening,8,False
SHF0045145,STF00361,DEP0094,2021-07-26,Night,18,True
SHF0045146,STF00449,DEP0095,2024-05-09,Morning,14,False
SHF0045147,STF00285,DEP0023,2023-08-01,Evening,22,True
SHF0045148,STF00546,DEP0001,2022-05-29,Morning,18,True
SHF0045149,STF01098,DEP0030,2024-10-08,Evening,7,False
SHF0045150,STF01140,DEP0048,2022-09-09,Evening,17,True
SHF0045151,STF00233,DEP0005,2021-05-25,Morning,11,False
SHF0045152,STF00875,DEP0051,2022-03-22,Evening,30,True
SHF0045153,STF00512,DEP0049,2023-01-08,Night,5,False
SHF0045154,STF00631,DEP0027,2021-07-18,Morning,24,True
SHF0045155,STF00086,DEP0004,2021-12-31,Morning,23,True
SHF0045156,STF00588,DEP0071,2021-03-11,Night,4,False
SHF0045157,STF00987,DEP0045,2022-12-01,Morning,16,True
SHF0045158,STF00814,DEP0074,2022-03-21,Morning,12,False
SHF0045159,STF00588,DEP0071,2021-01-12,Night,5,False
SHF0045160,STF00211,DEP0028,2023-02-18,Night,8,False
SHF0045161,STF00959,DEP0001,2022-07-31,Morning,9,False
SHF0045162,STF00597,DEP0080,2021-10-24,Morning,11,False
SHF0045163,STF00349,DEP0057,2023-08-03,Morning,14,False
SHF0045164,STF00678,DEP0039,2024-08-07,Evening,13,False
SHF0045165,STF01081,DEP0045,2024-07-23,Night,9,False
SHF0045166,STF00896,DEP0093,2022-06-26,Night,7,False
SHF0045167,STF00527,DEP0076,2024-08-24,Night,14,True
SHF0045168,STF00492,DEP0001,2021-11-02,Morning,9,False
SHF0045169,STF01037,DEP0074,2022-09-14,Night,14,True
SHF0045170,STF00299,DEP0048,2024-10-26,Morning,9,False
SHF0045171,STF00005,DEP0094,2024-01-08,Night,15,True
SHF0045172,STF00776,DEP0005,2023-12-23,Morning,27,True
SHF0045173,STF00809,DEP0048,2023-01-10,Night,12,True
SHF0045174,STF00479,DEP0004,2022-07-28,Night,8,False
SHF0045175,STF00087,DEP0066,2023-08-16,Evening,12,False
SHF0045176,STF01123,DEP0043,2022-08-21,Morning,15,True
SHF0045177,STF00290,DEP0053,2021-10-25,Evening,9,False
SHF0045178,STF00045,DEP0070,2023-10-14,Night,13,True
SHF0045179,STF00320,DEP0007,2022-05-05,Night,8,False
SHF0045180,STF00752,DEP0090,2021-12-01,Evening,44,True
SHF0045181,STF00870,DEP0094,2022-12-06,Morning,14,False
SHF0045182,STF00437,DEP0045,2021-10-12,Night,7,False
SHF0045183,STF00637,DEP0086,2024-11-15,Morning,9,False
SHF0045184,STF00375,DEP0001,2024-06-09,Morning,10,False
SHF0045185,STF00139,DEP0089,2022-06-06,Night,14,True
SHF0045186,STF00205,DEP0099,2024-06-29,Morning,9,False
SHF0045187,STF00762,DEP0067,2021-01-23,Morning,16,True
SHF0045188,STF01092,DEP0023,2023-05-05,Night,5,False
SHF0045189,STF00393,DEP0067,2024-07-21,Evening,15,True
SHF0045190,STF00182,DEP0027,2022-04-24,Night,6,False
SHF0045191,STF00052,DEP0098,2022-01-19,Night,5,False
SHF0045192,STF00551,DEP0049,2021-01-25,Morning,18,True
SHF0045193,STF00305,DEP0093,2021-10-27,Morning,14,False
SHF0045194,STF00348,DEP0012,2021-07-31,Morning,17,True
SHF0045195,STF00621,DEP0094,2023-09-09,Evening,10,False
SHF0045196,STF00183,DEP0072,2022-02-07,Night,4,False
SHF0045197,STF00898,DEP0061,2021-11-25,Morning,19,True
SHF0045198,STF01128,DEP0102,2022-09-17,Night,15,True
SHF0045199,STF00532,DEP0089,2022-09-24,Evening,10,False
SHF0045200,STF00714,DEP0074,2023-11-29,Evening,20,True
SHF0045201,STF00618,DEP0045,2024-01-14,Morning,22,True
SHF0045202,STF00293,DEP0036,2023-08-02,Morning,18,True
SHF0045203,STF00515,DEP0034,2021-10-25,Morning,10,False
SHF0045204,STF00991,DEP0007,2022-12-14,Night,19,True
SHF0045205,STF00816,DEP0042,2024-01-02,Night,15,True
SHF0045206,STF00591,DEP0008,2022-08-31,Morning,18,True
SHF0045207,STF01023,DEP0036,2023-06-21,Evening,9,False
SHF0045208,STF00741,DEP0023,2024-05-02,Evening,19,True
SHF0045209,STF00244,DEP0100,2024-12-14,Evening,33,True
SHF0045210,STF00387,DEP0070,2023-12-24,Morning,15,True
SHF0045211,STF00112,DEP0096,2024-07-26,Morning,14,False
SHF0045212,STF00539,DEP0071,2021-12-22,Evening,10,False
SHF0045213,STF00898,DEP0061,2022-04-04,Evening,20,True
SHF0045214,STF01024,DEP0005,2021-10-21,Evening,15,True
SHF0045215,STF00502,DEP0049,2022-05-08,Night,8,False
SHF0045216,STF00076,DEP0091,2024-03-08,Morning,6,False
SHF0045217,STF00902,DEP0070,2024-03-13,Night,8,False
SHF0045218,STF00910,DEP0046,2022-09-06,Morning,10,False
